,City,Temperature,Humidity,Cloudiness,Wind Speed,Country,Date,Lat,Lng
275,cefalu,76.46,77,7,1.99,IT,1592927342,38.04,14.02
276,urumqi,77.0,20,26,2.24,CN,1592927342,43.8,87.6
277,olafsvik,51.21,71,14,7.83,IS,1592927342,64.89,-23.71
278,cururupu,89.6,52,44,6.64,BR,1592927343,-1.83,-44.87
279,kashi,80.6,20,40,22.37,CN,1592927343,39.45,75.98
280,edwardsville,72.09,73,20,9.17,US,1592927343,38.81,-89.95
281,galesong,75.2,94,20,2.24,ID,1592927343,-5.32,119.37
282,klyuchi,67.84,49,54,8.14,RU,1592927343,52.27,79.17
283,okhotsk,43.14,94,5,7.67,RU,1592927343,59.38,143.3
284,cap malheureux,71.01,77,3,3.0,MU,1592927343,-19.98,57.61
285,macamic,75.2,57,90,10.29,CA,1592927343,48.75,-79.0
286,clyde river,42.8,81,90,13.87,CA,1592927343,70.47,-68.59
287,wahiawa,70.93,88,40,4.23,US,1592927343,21.5,-158.02
288,belyy yar,59.0,87,0,2.24,RU,1592927343,53.6,91.39
289,saint-francois,84.2,39,3,10.29,FR,1592927343,46.42,3.91
290,fuyu,60.57,92,50,1.68,CN,1592927343,45.18,124.82
291,liepaja,69.8,77,99,2.24,LV,1592927343,56.54,21.04
292,hasaki,69.24,94,75,4.7,JP,1592927344,35.73,140.83
293,salalah,84.2,89,40,2.24,OM,1592926889,17.02,54.09
294,bonavista,62.65,79,51,12.95,CA,1592927344,48.65,-53.11
295,nyurba,58.32,63,28,5.75,RU,1592927344,63.28,118.33
296,sao joao da barra,78.8,41,97,11.41,BR,1592926878,-21.64,-41.05
297,comodoro rivadavia,46.4,61,100,8.05,AR,1592927344,-45.87,-67.5
298,rundu,69.8,21,0,8.05,NA,1592927344,-17.93,19.77
299,ukiah,68.54,68,1,1.43,US,1592927136,39.15,-123.21
300,thinadhoo,83.79,77,48,10.69,MV,1592927344,0.53,72.93
301,faya,83.3,10,40,16.11,SA,1592926887,18.39,42.45
302,lisala,81.09,71,84,2.04,CD,1592927344,2.15,21.52
303,tari,98.62,28,8,3.06,NG,1592927344,12.41,4.49
304,georgetown,84.09,83,20,3.36,MY,1592926696,5.41,100.34
305,nyalikungu,76.91,38,93,2.42,TZ,1592927345,-3.18,33.78
306,sistranda,62.6,77,95,10.29,NO,1592927345,63.73,8.83
307,nantucket,68.13,88,75,10.29,US,1592927345,41.28,-70.1
308,wilmington,86.13,70,1,8.05,US,1592927064,34.23,-77.94
309,shingu,66.7,86,54,4.09,JP,1592926885,33.73,135.98
310,colares,77.04,64,20,18.34,PT,1592927345,38.8,-9.45
311,ilulissat,39.2,86,75,5.82,GL,1592926889,69.22,-51.1
312,asau,69.01,81,24,2.71,RO,1592926887,46.43,26.4
313,aswan,107.89,7,0,10.89,EG,1592927125,24.09,32.91
314,kirakira,79.27,81,24,3.2,SB,1592927345,-10.45,161.92
315,sarangani,83.93,75,58,11.16,PH,1592927345,5.4,125.46
316,nuuk,50.0,46,20,5.82,GL,1592927304,64.18,-51.72
317,pavino,62.22,69,79,4.56,RU,1592927345,59.11,46.14
318,saskylakh,77.34,35,72,7.31,RU,1592926885,71.92,114.08
319,nanortalik,42.93,79,12,9.64,GL,1592926887,60.14,-45.24
320,poplar bluff,76.59,65,1,3.36,US,1592927346,36.76,-90.39
321,sal rei,87.8,52,0,18.34,CV,1592927346,16.18,-22.92
322,buraydah,100.4,10,11,20.8,SA,1592927346,26.33,43.98
323,namatanai,81.0,78,53,6.08,PG,1592927346,-3.67,152.43
324,narovchat,57.61,94,100,3.22,RU,1592927346,53.88,43.69
325,burnie,48.0,77,94,4.0,AU,1592927346,-41.07,145.92
326,kavieng,83.1,78,49,10.63,PG,1592926880,-2.57,150.8
327,kavaratti,84.04,78,99,12.03,IN,1592927346,10.57,72.64
328,kununurra,59.0,31,0,10.51,AU,1592927346,-15.77,128.73
329,bubaque,82.65,81,74,8.63,GW,1592927346,11.28,-15.83
330,paciran,78.22,81,65,4.29,ID,1592927346,-6.88,112.38
331,itarema,85.21,58,21,15.28,BR,1592927346,-2.92,-39.92
332,kodinsk,68.18,55,68,1.88,RU,1592927347,58.69,99.18
333,kieta,79.92,76,39,3.18,PG,1592927347,-6.22,155.63
334,ostrovnoy,41.09,69,94,16.06,RU,1592927347,68.05,39.51
335,chapais,73.4,78,75,5.82,CA,1592927347,49.78,-74.85
336,kudahuvadhoo,84.18,78,7,11.41,MV,1592927347,2.67,72.89
337,berlevag,42.69,73,0,9.33,NO,1592927347,70.86,29.09
338,huangcun,74.32,95,100,2.8,CN,1592927347,30.01,118.4
339,pacific grove,57.06,87,90,1.95,US,1592927131,36.62,-121.92
340,kigoma,82.4,54,5,6.93,TZ,1592927347,-4.88,29.63
341,mukhen,55.11,90,100,0.83,RU,1592927347,48.1,136.1
342,kilrush,62.6,88,75,9.17,IE,1592927347,52.64,-9.48
343,meulaboh,76.82,78,99,2.93,ID,1592927348,4.14,96.13
344,keetmanshoop,77.0,13,0,10.29,NA,1592927348,-26.58,18.13
345,franklin square,82.35,65,40,12.75,US,1592927348,40.71,-73.68
346,pochutla,78.4,78,90,11.41,MX,1592926879,15.74,-96.47
347,henties bay,66.99,74,0,7.0,NA,1592927348,-22.12,14.28
348,narsaq,59.0,54,20,8.05,GL,1592927348,60.92,-46.05
349,severo-kurilsk,45.12,86,53,11.07,RU,1592927348,50.68,156.12
350,aklavik,41.0,80,90,18.34,CA,1592926883,68.22,-135.01
351,lensk,54.57,85,33,3.76,RU,1592927348,60.73,114.93
352,karratha,68.52,50,0,4.47,AU,1592927348,-20.74,116.85
353,qeshm,91.4,70,0,9.17,IR,1592927348,26.96,56.27
354,springbok,62.19,30,0,7.27,ZA,1592927348,-29.66,17.89
355,panormos,74.66,80,31,11.99,GR,1592927348,35.42,24.69
356,winburg,44.37,61,0,2.84,ZA,1592927348,-28.52,27.01
357,fukuma,76.08,78,95,3.36,JP,1592927349,33.77,130.47
358,mitzic,81.27,64,25,3.58,GA,1592927349,0.78,11.55
359,viterbo,81.0,32,20,12.75,IT,1592927349,42.42,12.08
360,nyimba,73.02,42,98,8.81,ZM,1592927349,-14.56,30.81
361,casablanca,76.87,64,40,18.34,MA,1592927227,33.59,-7.62
362,two rivers,66.0,76,90,5.01,US,1592927349,44.15,-87.57
363,kahului,71.31,68,20,8.05,US,1592927349,20.89,-156.47
364,eydhafushi,84.16,80,96,10.96,MV,1592927349,5.1,73.07
365,panino,62.6,88,75,8.95,RU,1592927349,51.65,40.13
366,bambous virieux,71.31,83,40,8.05,MU,1592926890,-20.34,57.76
367,lar,91.44,57,32,12.95,IN,1592927349,26.2,83.97
368,pevek,31.3,99,99,9.51,RU,1592926888,69.7,170.31
369,kattivakkam,80.6,74,75,9.17,IN,1592927349,13.22,80.32
370,port hedland,62.6,67,0,8.05,AU,1592927350,-20.32,118.57
371,pangnirtung,39.2,93,90,9.17,CA,1592927350,66.15,-65.71
372,tullahoma,78.85,78,75,11.41,US,1592927350,35.36,-86.21
373,zhezkazgan,67.5,44,0,21.09,KZ,1592927350,47.8,67.71
374,harper,79.38,76,48,12.19,LR,1592927350,4.38,-7.72
375,ponta do sol,70.99,69,40,9.17,PT,1592926881,32.67,-17.1
376,lata,86.14,50,0,8.03,PT,1592927350,40.16,-8.33
377,asyut,104.49,10,0,14.58,EG,1592927350,27.18,31.18
378,felanitx,82.74,54,20,10.29,ES,1592927350,39.47,3.15
379,kenai,47.82,87,1,5.82,US,1592927350,60.55,-151.26
380,esfarayen,84.2,20,20,11.41,IR,1592927350,37.08,57.51
381,plettenberg bay,59.45,64,0,3.4,ZA,1592927350,-34.05,23.37
382,slave lake,60.8,87,75,12.75,CA,1592927350,55.28,-114.77
383,la asuncion,86.0,74,83,16.11,VE,1592926889,11.03,-63.86
384,batabano,89.29,66,20,5.82,CU,1592927351,22.72,-82.29
385,takoradi,81.01,78,100,11.27,GH,1592927351,4.88,-1.76
386,beloha,62.89,84,6,9.28,MG,1592927351,-25.17,45.05
387,tahe,50.27,92,100,0.89,CN,1592927351,52.33,124.73
388,killybegs,60.33,82,90,6.93,IE,1592927351,54.63,-8.45
389,coihueco,44.6,100,90,11.41,CL,1592927351,-36.62,-71.83
390,krasnoborsk,60.4,43,34,10.78,RU,1592927351,61.56,45.93
391,marzuq,92.12,15,89,6.46,YE,1592927351,14.4,46.47
392,rio gallegos,39.2,93,90,16.11,AR,1592927351,-51.62,-69.22
393,domoni,75.9,79,9,12.88,KM,1592927351,-12.26,44.53
394,mweka,83.89,34,4,3.18,CD,1592927351,-4.85,21.57
395,maymyo,70.2,88,100,1.34,MM,1592927352,22.03,96.47
396,taoudenni,113.23,6,35,19.71,ML,1592926881,22.68,-3.98
397,chandauli,86.0,84,40,10.29,IN,1592927352,25.27,83.27
398,port hardy,53.6,100,90,7.29,CA,1592926885,50.7,-127.42
399,tambopata,80.6,74,40,4.7,PE,1592927352,-12.73,-69.18
400,sebrovo,79.0,33,78,8.01,RU,1592927352,50.1,43.3
401,bondowoso,72.28,80,99,4.07,ID,1592927130,-7.91,113.82
402,knysna,59.0,72,0,4.7,ZA,1592927352,-34.04,23.05
403,lagoa,60.96,78,99,16.64,PT,1592926878,39.05,-27.98
404,diapaga,98.15,28,47,4.23,BF,1592927352,12.07,1.79
405,ashington,74.89,56,14,5.82,GB,1592927352,50.93,-0.39
406,olinda,84.2,66,40,13.87,BR,1592927352,-8.01,-34.86
407,ola,46.02,91,98,3.2,RU,1592927352,59.58,151.28
408,hirara,84.34,82,100,4.36,JP,1592927352,24.8,125.28
409,iberia,87.22,74,40,10.29,US,1592927353,29.95,-91.75
410,oulainen,72.0,47,18,11.99,FI,1592927353,64.27,24.8
411,nouadhibou,80.6,57,0,16.11,MR,1592927353,20.93,-17.03
412,padang,79.03,73,99,4.97,ID,1592927243,-0.95,100.35
413,awbari,98.58,10,0,9.4,LY,1592927353,26.59,12.78
414,bandarbeyla,82.02,72,39,31.61,SO,1592927353,9.49,50.81
415,tigre,54.54,93,90,10.29,AR,1592927353,-34.43,-58.58
416,rajgurunagar,77.13,79,2,10.4,IN,1592927353,18.87,73.9
417,resistencia,88.36,40,0,20.8,AR,1592927210,-27.46,-58.98
418,san patricio,87.8,79,40,5.82,MX,1592927353,19.22,-104.7
419,iwaki,64.63,93,52,1.01,JP,1592927353,37.05,140.88
420,mufumbwe,66.29,33,0,3.85,ZM,1592927353,-13.68,24.8
421,dalby,39.99,91,0,6.8,AU,1592927353,-27.18,151.27
422,hopelchen,84.2,74,90,11.41,MX,1592927354,19.77,-89.85
423,ahuimanu,73.8,73,40,5.82,US,1592927354,21.44,-157.84
424,palestina,78.06,61,20,11.41,PS,1592927354,31.92,35.2
425,villa carlos paz,57.61,58,90,14.99,AR,1592927078,-31.42,-64.5
426,jalu,93.97,20,0,13.51,LY,1592926881,29.03,21.55
427,nalut,90.73,17,0,12.59,LY,1592927354,30.33,10.85
428,andra,52.12,81,46,3.0,RU,1592927354,62.51,65.89
429,mancio lima,85.69,63,11,2.19,BR,1592927354,-7.61,-72.9
430,kotka,78.4,34,0,10.29,FI,1592927354,60.47,26.95
431,yenagoa,80.73,83,100,6.62,NG,1592927354,4.92,6.26
432,nemuro,51.33,96,100,13.47,JP,1592926878,43.32,145.57
433,leua,75.49,52,0,13.0,SK,1592927354,48.22,18.61
434,champerico,81.5,75,95,4.23,GT,1592927354,14.3,-91.92
435,humboldt,61.05,87,1,3.62,US,1592927355,40.67,-123.92
436,catamarca,60.49,77,89,1.99,AR,1592927302,-28.47,-65.79
437,naze,77.0,88,90,9.17,JP,1592927355,28.37,129.48
438,pangkalanbuun,74.8,96,98,2.55,ID,1592927355,-2.68,111.62
439,tezu,77.32,84,93,3.09,IN,1592927355,27.92,96.17
440,vallenar,63.32,62,100,3.96,CL,1592927355,-28.57,-70.76
441,yegorlykskaya,80.87,63,81,3.71,RU,1592927355,46.57,40.66
442,invermere,71.73,46,95,6.04,CA,1592927355,50.52,-116.04
443,kathu,77.0,94,20,2.24,TH,1592927355,7.92,98.33
444,simao,67.12,95,100,2.66,CN,1592927355,22.79,100.97
445,coihaique,28.4,100,90,1.12,CL,1592927355,-45.58,-72.07
446,axim,80.64,79,93,10.45,GH,1592927355,4.87,-2.24
447,stutterheim,60.3,31,0,7.27,ZA,1592927357,-32.57,27.42
448,sungaipenuh,66.02,87,100,1.68,ID,1592927357,-2.08,101.38
449,hofn,51.33,77,85,9.95,IS,1592926883,64.25,-15.21
450,tomatlan,89.35,53,29,3.09,MX,1592926644,19.93,-105.25
451,sarany,50.43,90,98,9.73,RU,1592927357,58.5,58.88
452,prince rupert,53.6,87,90,2.24,CA,1592927357,54.32,-130.32
453,wattegama,84.2,74,20,1.12,LK,1592927357,6.8,81.48
454,pontivy,82.02,44,74,9.17,FR,1592927357,48.0,-3.0
455,tulun,60.69,80,61,4.03,RU,1592927357,54.56,100.58
456,pirai do sul,75.0,72,99,4.0,BR,1592927247,-24.53,-49.95
457,talnakh,60.8,55,36,6.71,RU,1592927357,69.49,88.4
458,koygorodok,56.46,85,52,6.71,RU,1592927357,60.45,51.0
459,srednekolymsk,51.53,46,2,9.31,RU,1592927357,67.45,153.68
460,los llanos de aridane,73.33,69,40,14.99,ES,1592927357,28.66,-17.92
461,koslan,46.0,57,100,9.91,RU,1592927357,63.46,48.9
462,aykhal,69.8,35,0,6.71,RU,1592927358,66.0,111.5
463,sola,77.0,100,40,7.72,VU,1592927358,-13.88,167.55
464,batagay,69.49,46,12,3.53,RU,1592927358,67.63,134.63
465,russell,83.59,66,75,9.17,US,1592927358,32.35,-85.2
466,maceio,82.4,65,75,16.11,BR,1592927125,-9.67,-35.74
467,buba,90.34,58,90,9.78,GW,1592927358,11.58,-15.0
468,roma,83.07,54,75,10.29,US,1592927165,43.21,-75.46
469,yulara,44.6,48,0,3.36,AU,1592927358,-25.24,130.99
470,berezovyy,47.41,87,96,2.62,RU,1592927358,51.67,135.7
471,encruzilhada do sul,68.47,79,57,9.42,BR,1592927358,-30.54,-52.52
472,lorengau,81.66,77,53,4.61,PG,1592926883,-2.02,147.27
473,aran,95.0,28,24,10.29,AZ,1592927358,40.63,46.98
474,tommot,53.62,80,6,2.13,RU,1592927358,58.96,126.29
475,acapulco,86.0,70,75,6.93,MX,1592927358,16.86,-99.89
476,jumla,61.75,71,45,1.68,NP,1592926890,29.27,82.18
477,adre,100.87,8,0,5.57,TD,1592927359,13.47,22.2
478,luanda,77.0,78,2,9.17,AO,1592927359,-8.84,13.23
479,mnogovershinnyy,38.64,98,0,1.97,RU,1592926884,53.94,139.92
480,ambulu,75.2,85,100,4.9,ID,1592927359,-8.35,113.61
481,acarau,85.48,60,27,14.65,BR,1592927359,-2.89,-40.12
482,svetlyy,62.6,88,75,13.42,RU,1592927359,54.67,20.13
483,pascagoula,87.51,66,40,9.17,US,1592927359,30.37,-88.56
484,chalmette,82.87,79,75,12.75,US,1592927100,29.94,-89.96
485,presidencia roque saenz pena,88.0,46,0,7.0,AR,1592927359,-26.79,-60.44
486,chekhov,68.61,56,51,8.95,RU,1592927359,55.14,37.47
487,gwembe,59.41,55,100,3.71,ZM,1592927359,-16.5,27.61
488,qasigiannguit,39.2,86,75,5.82,GL,1592927359,68.82,-51.19
489,mandurah,60.01,76,23,1.01,AU,1592927138,-32.55,115.7
490,port shepstone,67.14,60,0,11.21,ZA,1592927359,-30.74,30.45
491,rolla,73.8,64,1,3.36,US,1592927120,37.95,-91.77
492,floriano,93.24,34,0,9.73,BR,1592927359,-6.77,-43.02
493,tamara,75.09,69,75,11.41,HN,1592927360,14.15,-87.33
494,shimoda,64.99,94,82,10.04,JP,1592927360,34.67,138.95
495,anito,80.01,87,55,5.44,PH,1592927360,12.45,125.29
496,richards bay,66.49,64,0,7.2,ZA,1592927360,-28.78,32.04
497,lazaro cardenas,88.74,55,68,1.72,MX,1592927350,17.96,-102.2
498,gagnoa,78.28,92,96,3.98,CI,1592927360,6.13,-5.94
499,mezen,41.49,67,98,11.77,RU,1592927360,65.85,44.24
500,sirjan,88.11,13,0,11.97,IR,1592927360,29.45,55.68
501,waingapu,74.28,73,43,11.32,ID,1592927360,-9.66,120.26
502,ostuni,81.1,61,7,20.8,IT,1592927360,40.73,17.58
503,caravelas,78.51,44,1,6.13,BR,1592927360,-17.71,-39.25
504,aleksandrovsk-sakhalinskiy,48.7,90,97,1.63,RU,1592927360,50.9,142.16
505,yumen,69.64,20,56,8.14,CN,1592927360,40.28,97.2
506,ust-kulom,53.04,56,68,8.86,RU,1592927361,61.69,53.69
507,gogrial,88.48,48,68,6.64,SS,1592927361,8.53,28.1
508,natal,82.4,65,9,9.17,BR,1592926901,-5.79,-35.21
509,cairns,63.0,68,40,8.05,AU,1592927229,-16.92,145.77
510,burgeo,60.51,90,100,4.97,CA,1592927361,47.62,-57.62
511,sidi ali,85.89,30,0,19.26,DZ,1592927361,36.1,0.42
512,anloga,86.0,70,20,12.75,GH,1592927361,5.79,0.9
513,hommelvik,73.29,38,80,13.87,NO,1592927361,63.41,10.79
514,jalapa,75.31,65,51,4.38,MX,1592927350,19.53,-96.92
515,gloversville,81.82,69,1,3.36,US,1592927361,43.05,-74.34
516,ikalamavony,66.63,76,7,5.84,MG,1592927361,-21.15,46.58
517,skelleftea,75.2,53,94,3.36,SE,1592927361,64.75,20.95
518,opuwo,74.35,20,0,8.99,NA,1592927361,-18.06,13.84
519,podporozhye,68.7,57,83,3.31,RU,1592927361,60.91,34.17
520,saint-augustin,70.77,66,66,14.05,CA,1592926638,51.23,-58.65
521,waddan,91.47,17,0,14.16,LY,1592927362,29.16,16.14
522,leh,64.51,26,0,5.1,IN,1592927362,34.17,77.58
523,tecoanapa,90.84,50,95,3.83,MX,1592927362,16.52,-98.75
524,kisiwani,73.6,67,54,5.73,TZ,1592927362,-4.13,37.95
525,sioux lookout,64.4,52,20,6.93,CA,1592927362,50.1,-91.92
526,thoen,78.51,86,94,0.94,TH,1592927362,17.61,99.22
527,moose factory,53.6,81,75,10.29,CA,1592927362,51.26,-80.61
528,pucallpa,84.2,70,40,3.36,PE,1592927362,-8.38,-74.55
529,loandjili,75.63,76,77,9.98,CG,1592927362,-4.76,11.86
530,jacareacanga,90.57,39,0,4.07,BR,1592927362,-6.22,-57.75
531,honningsvag,46.4,81,32,6.93,NO,1592927360,70.98,25.97
532,toora-khem,58.71,65,74,1.66,RU,1592927363,52.47,96.11
533,barcelos,75.9,88,75,8.05,PT,1592927363,41.54,-8.62
534,bitung,77.0,94,20,3.36,ID,1592927363,1.45,125.18
535,avera,80.08,69,75,13.87,US,1592926887,33.19,-82.53
536,tiarei,71.29,68,12,2.24,PF,1592927363,-17.53,-149.33
537,alta floresta,87.42,41,0,4.74,BR,1592927363,-9.88,-56.09
538,minsk,75.2,57,40,11.18,BY,1592927347,53.9,27.57
539,puerto escondido,80.6,78,90,5.82,MX,1592927321,15.85,-97.07
540,paramonga,65.66,74,76,9.24,PE,1592927363,-10.67,-77.83
541,el rosario,88.65,46,4,1.99,MX,1592927363,24.26,-107.18
542,usinsk,46.33,58,96,8.59,RU,1592927363,65.99,57.53
543,mongoumba,80.55,75,100,2.8,CF,1592927363,3.64,18.59
544,jiujiang,75.51,88,100,6.35,CN,1592927364,29.73,115.98
545,atar,111.9,8,0,13.42,MR,1592927364,20.52,-13.05
546,minab,91.4,70,0,9.17,IR,1592927364,27.15,57.08
547,acajutla,82.89,62,20,2.24,SV,1592927364,13.59,-89.83
548,yertarskiy,55.53,73,94,4.54,RU,1592927364,56.79,64.3
549,osmanabad,80.04,70,32,8.84,IN,1592927364,18.17,76.05
550,kombissiri,96.8,41,20,6.93,BF,1592927364,12.07,-1.34
551,san-pedro,79.84,76,84,10.63,CI,1592927364,4.75,-6.64
552,mitsamiouli,79.63,78,3,13.96,KM,1592927364,-11.38,43.28
